Protein ID	Source	Chrom	Start	Novelty	Support	Category	Gene family	Length (aa)	Similarity to selected	Ingroup	Outgroup	TBLASTN	Gene	Product	Source of annotation	Pfam domains	C286 (in)	C287 (in)	C288 (in)	C289 (in)	C294 (in)	C298 (in)	clade01 (out)	clade02 (out)	clade03 (out)	clade04 (out)	clade05 (out)	clade06 (out)	clade07 (out)	clade08 (out)	clade01 (tblastn)	clade02 (tblastn)	clade03 (tblastn)	clade04 (tblastn)	clade05 (tblastn)	clade06 (tblastn)	clade07 (tblastn)	clade08 (tblastn)
C289:EHM034674|EHA02355_bin.24_gene_327_1	C289			yes	pairwise			81		5/6	0/8	4/8		Autotransporter,Phenol_MetA_deg	Pfam	Autotransporter,Phenol_MetA_deg	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
C289:EHM034674|EHA02355_bin.24_gene_345_9	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_186_7 (5)	747		5/6	0/8	0/8		BAAT_C,BD-FAE,Beta-prop_THOC3,DLH,DPPIV_N,DUF6385,Esterase,Hydrolase_4,PD40,Peptidase_S15,Peptidase_S9,PKD,Tricorn_N,WD40	Pfam	BAAT_C,BD-FAE,Beta-prop_THOC3,DLH,DPPIV_N,DUF6385,Esterase,Hydrolase_4,PD40,Peptidase_S15,Peptidase_S9,PKD,Tricorn_N,WD40	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_347_6	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_113_10 (4)	301		5/6	0/8	3/8		BBP1_C,bZIP_2,CEP162_coil_mid,DivIC,DUF6262,Fez1,FlaC_arch,GLV_propep,HTH_Tnp_1,MYCBP_helical,Par-4_C,Rootletin,rSAM_modified_put,WDR18_C,ZapB	Pfam	BBP1_C,bZIP_2,CEP162_coil_mid,DivIC,DUF6262,Fez1,FlaC_arch,GLV_propep,HTH_Tnp_1,MYCBP_helical,Par-4_C,Rootletin,rSAM_modified_put,WDR18_C,ZapB	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
C289:EHM034674|EHA02355_bin.24_gene_34_1	C289			yes	pairwise			331		5/6	0/8	8/8		Peptidase M60 domain-containing protein	ModelOrg_C289	DUF6055,Peptidase_M60	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_355_10	C289			yes	pairwise		UHM1210.23070_R.bin.101|k141_44701_65 (5)	328		5/6	0/8	0/8		SGL,Str_synth,Vgb_lyase	Pfam	SGL,Str_synth,Vgb_lyase	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_363_1	C289			yes	pairwise			25		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_365_4	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_46_5 (3)	295		5/6	0/8	0/8		Metalloenzyme,Phosphodiest,SGSH_C,Sulfatase	Pfam	Metalloenzyme,Phosphodiest,SGSH_C,Sulfatase	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_36_4	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_87_13 (3)	111		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_371_2	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_150_11 (4)	94		5/6	0/8	4/8		CCDC192,DUF6687,DUF8520,Exonuc_VII_S,KxDL,Rod_CreS	Pfam	CCDC192,DUF6687,DUF8520,Exonuc_VII_S,KxDL,Rod_CreS	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0
C289:EHM034674|EHA02355_bin.24_gene_38_3	C289			yes	pairwise			663		5/6	0/8	3/8		PATR	Pfam	PATR	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_39_25	C289			yes	pairwise		UHM1210.23070_R.bin.101|k141_1135903_31 (5)	196		5/6	0/8	0/8		Chitin_synth_1,Polysacc_deac_2,RNA12	Pfam	Chitin_synth_1,Polysacc_deac_2,RNA12	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_3_4	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	744		5/6	0/8	0/8		FlbD,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	Pfam	FlbD,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_41_5	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_41_5 (3)	421		5/6	0/8	0/8		DUF3726,DUF6264	Pfam	DUF3726,DUF6264	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_45_1	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_45_1 (5)	355		5/6	0/8	0/8		OpcA_G6PD_assem,OpcA_G6PD_C	Pfam	OpcA_G6PD_assem,OpcA_G6PD_C	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_45_2	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_251_2 (5)	519		5/6	0/8	0/8		G6PD_C,G6PD_N	Pfam	G6PD_C,G6PD_N	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_45_4	C289			yes	pairwise		EHM034692|EHA02331_bin.15_gene_279_2 (3)	299		5/6	0/8	6/8		DUF4815,Flg_new_2,OMP_b-brl,UCP029691	Pfam	DUF4815,Flg_new_2,OMP_b-brl,UCP029691	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1
C289:EHM034674|EHA02355_bin.24_gene_58_23	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_58_23 (2)	324		5/6	0/8	0/8		AhpC-TSA,Redoxin,Thioredoxin_2,Thioredoxin_8	Pfam	AhpC-TSA,Redoxin,Thioredoxin_2,Thioredoxin_8	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_58_9	C289			yes	pairwise		UHM1210.23070_R.bin.101|k141_983138_33 (5)	174		5/6	0/8	0/8		Caskin-tail,Cytomega_gL,DUF2017	Pfam	Caskin-tail,Cytomega_gL,DUF2017	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_62_1	C289			yes	pairwise			54		5/6	0/8	0/8					1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_65_24	C289			yes	pairwise			149		5/6	0/8	3/8		Conserved hypothetical membrane protein	ModelOrg_C289	RickCE_N	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
C289:EHM034674|EHA02355_bin.24_gene_66_8	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_66_8 (5)	116		5/6	0/8	0/8		DUF2344,P-II,Ribosomal_bL9m_C	Pfam	DUF2344,P-II,Ribosomal_bL9m_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_75_1	C289			yes	pairwise			78		5/6	0/8	0/8					0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_75_8	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_75_8 (5)	192		5/6	0/8	5/8		Uncharacterized protein	ModelOrg_C289	HTH_17,HTH_23,HTH_29,Sigma70_r4,Sigma70_r4_2	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1
C289:EHM034674|EHA02355_bin.24_gene_80_3	C289			yes	pairwise		UHM1073.23039_R.bin.125|k141_27918_71 (3)	246		5/6	0/8	1/8		protein-tyrosine-phosphatase	ModelOrg_C289	CpsB_CapC	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_82_2	C289			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	894		5/6	0/8	0/8		CARDB,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,PA14	Pfam	CARDB,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,PA14	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_86_8	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_156_7 (7)	397		5/6	0/8	0/8		SH3_4	Pfam	SH3_4	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C289:EHM034674|EHA02355_bin.24_gene_92_7	C289			yes	pairwise		EHM034674|EHA02355_bin.24_gene_92_7 (3)	475		5/6	0/8	2/8		GtfB_M	Pfam	GtfB_M	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
C287:EHM034692|EHA02331_bin.15_gene_106_8	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_156_5 (3)	237		5/6	0/8	4/8		DUF3313	Pfam	DUF3313	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
C287:EHM034692|EHA02331_bin.15_gene_123_5	C287			yes	pairwise		UHM1210.23070_R.bin.101|k141_44701_65 (5)	325		5/6	0/8	0/8		SGL,Str_synth,TP_0783,Vgb_lyase	Pfam	SGL,Str_synth,TP_0783,Vgb_lyase	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_134_2	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_150_11 (4)	94		5/6	0/8	4/8		CCDC192,DUF6687,DUF8520,Exonuc_VII_S,KxDL,NBAS_11th,Rod_CreS,V_ATPase_I	Pfam	CCDC192,DUF6687,DUF8520,Exonuc_VII_S,KxDL,NBAS_11th,Rod_CreS,V_ATPase_I	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0
C287:EHM034692|EHA02331_bin.15_gene_135_1	C287			yes	pairwise		STP248.12601_R.bin.118|k141_962093_4 (4)	957		5/6	0/8	0/8		AP_endonuc_2,DUF1349,Glyco_hydro_36N	Pfam	AP_endonuc_2,DUF1349,Glyco_hydro_36N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_136_15	C287			yes	pairwise		STP248.12601_R.bin.118|k141_483842_37 (12)	493		5/6	0/8	0/8		DUF4350,IFT52_GIFT,TCAF_N	Pfam	DUF4350,IFT52_GIFT,TCAF_N	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_137_15	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	744		5/6	0/8	0/8		FlbD,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	Pfam	FlbD,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_13_11	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_303_4 (3)	556		5/6	0/8	1/8		DUF8389	Pfam	DUF8389	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_140_1	C287			yes	pairwise		UHM1073.23039_R.bin.125|k141_200691_1 (2)	122		5/6	0/8	0/8		ALMT,CDC45,DDHD,DUF6739,FAM60A,GlpR,Mat89Bb,MDM10,NPR3,NST1,PFF1_TM,PIP5K,Presenilin,Raftlin,TP_0598_N,Trypan_PARP,VID28_C,Zip	Pfam	ALMT,CDC45,DDHD,DUF6739,FAM60A,GlpR,Mat89Bb,MDM10,NPR3,NST1,PFF1_TM,PIP5K,Presenilin,Raftlin,TP_0598_N,Trypan_PARP,VID28_C,Zip	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_149_7	C287			yes	pairwise		STP248.12601_R.bin.118|k141_417709_118 (5)	139		5/6	0/8	2/8	fluC	Fluoride-specific ion channel FluC	ModelOrg_C287	CRCB	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_14_2	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	842		5/6	0/8	0/8		Fn3-like,GLEYA,Glyco_hydro_3,Glyco_hydro_3_C,PA14	Pfam	Fn3-like,GLEYA,Glyco_hydro_3,Glyco_hydro_3_C,PA14	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_150_6	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_100_2 (4)	436		5/6	0/8	0/8		Sialate O-acetylesterase domain-containing protein	ModelOrg_C287	ATG30_helical,SASA	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_156_10	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_156_10 (5)	197		5/6	0/8	3/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_166_2	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_166_2 (5)	475		5/6	0/8	0/8		2-Hacid_dh_C,6PGD,DUF7280,HTH_Tnp_Mu_2,NAD_binding_11,NAD_binding_2	Pfam	2-Hacid_dh_C,6PGD,DUF7280,HTH_Tnp_Mu_2,NAD_binding_11,NAD_binding_2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_166_4	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_131_14 (4)	261		5/6	0/8	0/8		7TM_GPCR_Sra,DUF2749,Piezo_TM1-24	Pfam	7TM_GPCR_Sra,DUF2749,Piezo_TM1-24	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_169_10	C287			yes	pairwise		UHM1210.23070_R.bin.101|k141_35550_100 (5)	194		5/6	0/8	0/8		AhpC-TSA,Redoxin,Thioredoxin_2	Pfam	AhpC-TSA,Redoxin,Thioredoxin_2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_169_36	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_122_1 (4)	277		5/6	0/8	0/8		Endonuclease/exonuclease/phosphatase	ModelOrg_C287	Exo_endo_phos,Exo_endo_phos_2,Exo_endo_phos_PGAP2IP,HTH_CodY	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_173_7	C287			yes	pairwise		STP248.12601_R.bin.118|k141_540405_63 (5)	692		5/6	0/8	5/8		OMP_b-brl_3,Plug,TonB_dep_Rec_b-barrel	Pfam	OMP_b-brl_3,Plug,TonB_dep_Rec_b-barrel	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0
C287:EHM034692|EHA02331_bin.15_gene_179_2	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_179_2 (5)	734		5/6	0/8	0/8		Glycosyl hydrolase family 88	ModelOrg_C287	DUF4861,Glyco_hydro_88	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_194_1	C287			yes	pairwise			186		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_199_29	C287			yes	pairwise			585		5/6	0/8	8/8		Putative lipoprotein	ModelOrg_C287	M60-like_N,Peptidase_M60,TcaA_2nd	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C287:EHM034692|EHA02331_bin.15_gene_199_7	C287			yes	pairwise			177		5/6	0/8	1/8		DUF6714,Transthyretin	Pfam	DUF6714,Transthyretin	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_19_3	C287			yes	pairwise		UHM1210.23070_R.bin.101|k141_102944_12 (5)	215		5/6	0/8	2/8		HTH_24,LacI,PPV_E1_C,Sigma70_r4,TetR_C_2,TetR_N	Pfam	HTH_24,LacI,PPV_E1_C,Sigma70_r4,TetR_C_2,TetR_N	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
C287:EHM034692|EHA02331_bin.15_gene_201_10	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_186_7 (5)	747		5/6	0/8	0/8		BAAT_C,BD-FAE,DLH,DPPIV_N,Esterase,Hydrolase_4,PD40,Peptidase_S15,Peptidase_S9,PKD,SOGP_4th,Tricorn_N	Pfam	BAAT_C,BD-FAE,DLH,DPPIV_N,Esterase,Hydrolase_4,PD40,Peptidase_S15,Peptidase_S9,PKD,SOGP_4th,Tricorn_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_208_4	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_242_3 (3)	164		5/6	0/8	0/8		Cyclophil_like,Cyclophil_like2	Pfam	Cyclophil_like,Cyclophil_like2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_212_4	C287			yes	pairwise		UHM1073.23039_R.bin.125|k141_327978_140 (5)	176		5/6	0/8	6/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1
C287:EHM034692|EHA02331_bin.15_gene_214_14	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_214_14 (3)	150		5/6	0/8	7/8		ExbD	Pfam	ExbD	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1
C287:EHM034692|EHA02331_bin.15_gene_215_7	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_66_8 (5)	116		5/6	0/8	0/8		DUF2344,P-II,Ribosomal_bL9m_C	Pfam	DUF2344,P-II,Ribosomal_bL9m_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_219_1	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_3 (5)	288		5/6	0/8	0/8		T2SSK_1st	Pfam	T2SSK_1st	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_219_2	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_219_2 (5)	354		5/6	0/8	0/8		CD34_antigen	Pfam	CD34_antigen	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_219_3	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_219_3 (2)	216		5/6	0/8	0/8		Amuc_1100,MwoI_central,T2SSM_N	Pfam	Amuc_1100,MwoI_central,T2SSM_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_21_1	C287			yes	pairwise			48		5/6	0/8	4/8	hisI	Phosphoribosyl-AMP cyclohydrolase	ModelOrg_C287	PRA-CH	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
C287:EHM034692|EHA02331_bin.15_gene_21_9	C287			yes	pairwise			130		5/6	0/8	0/8		DUF8101,TPR_14,TPR_16,TPR_2,TPR_BSK1_C,TP_0391_C,TP_0855_helical	Pfam	DUF8101,TPR_14,TPR_16,TPR_2,TPR_BSK1_C,TP_0391_C,TP_0855_helical	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_226_3	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_55_23 (7)	840		5/6	0/8	2/8		Formylglycine-generating enzyme family protein	ModelOrg_C287	Beta-prop_ApeH-3,Cytochrome_C7,Cytochrome_CBB3,Cytochrom_C,HZS_alpha,Mtrc-MtrF_II-IV_dom,Paired_CXXCH_1,PD40,Tricorn_N	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C287:EHM034692|EHA02331_bin.15_gene_229_4	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_229_4 (4)	266		5/6	0/8	8/8		Uncharacterized oxidoreductase YghA	ModelOrg_C287	adh_short,adh_short_C2,DUF1776,KR,SDR	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C287:EHM034692|EHA02331_bin.15_gene_229_5	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_229_5 (5)	281		5/6	0/8	0/8		DUF5621,KduI,VIT	Pfam	DUF5621,KduI,VIT	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_232_26	C287			yes	pairwise			419		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_232_34	C287			yes	pairwise		UHM1073.23039_R.bin.125|k141_293949_58 (2)	505		5/6	0/8	8/8		Peptidase M60 domain-containing protein	ModelOrg_C287	DUF6055,M60-like_N,Peptidase_M60	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C287:EHM034692|EHA02331_bin.15_gene_232_4	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_113_10 (4)	299		5/6	0/8	3/8		BBP1_C,DivIC,DUF6262,GLV_propep,HTH_Tnp_1,MYCBP_helical,Rootletin,rSAM_modified_put,WDR18_C,ZapB	Pfam	BBP1_C,DivIC,DUF6262,GLV_propep,HTH_Tnp_1,MYCBP_helical,Rootletin,rSAM_modified_put,WDR18_C,ZapB	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
C287:EHM034692|EHA02331_bin.15_gene_241_7	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_92_7 (3)	496		5/6	0/8	2/8		GtfB_M	Pfam	GtfB_M	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
C287:EHM034692|EHA02331_bin.15_gene_244_8	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_152_8 (5)	670		5/6	0/8	0/8		HEAT_Nup120,Toprim_3	Pfam	HEAT_Nup120,Toprim_3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_245_13	C287			yes	pairwise		STP248.12601_R.bin.118|k141_483842_37 (12)	491		5/6	0/8	0/8		ABC_transp_aux,DUF2194,DUF4350,DUF7408,IFT52_GIFT	Pfam	ABC_transp_aux,DUF2194,DUF4350,DUF7408,IFT52_GIFT	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_245_37	C287			yes	pairwise		STP248.12601_R.bin.118|k141_588353_82 (6)	889		5/6	0/8	2/8		CFSR,Cytochrome_C7,Cytochrome_CBB3,Cytochrom_CIII,HZS_alpha,Mtrc-MtrF_II-IV_dom,Paired_CXXCH_1,PD40	Pfam	CFSR,Cytochrome_C7,Cytochrome_CBB3,Cytochrom_CIII,HZS_alpha,Mtrc-MtrF_II-IV_dom,Paired_CXXCH_1,PD40	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C287:EHM034692|EHA02331_bin.15_gene_246_2	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_246_2 (5)	333		5/6	0/8	0/8		URO-D	Pfam	URO-D	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_24_26	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_24_26 (3)	402		5/6	0/8	0/8		Glycosyl hydrolase family 88	ModelOrg_C287	C5-epim_C,Glyco_hydro_76,Glyco_hydro_88	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_24_3	C287			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	744		5/6	0/8	0/8		FlbD,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	Pfam	FlbD,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_251_2	C287			yes	pairwise		EHM034692|EHA02331_bin.15_gene_251_2 (5)	519		5/6	0/8	0/8		G6PD_C,G6PD_N	Pfam	G6PD_C,G6PD_N	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_251_3	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_45_1 (5)	355		5/6	0/8	0/8		OpcA_G6PD_assem,OpcA_G6PD_C	Pfam	OpcA_G6PD_assem,OpcA_G6PD_C	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_258_3	C287			yes	pairwise			756		5/6	0/8	8/8		Glycosyl hydrolase	ModelOrg_C287	DUF5703_N,Glyco_hydro_95_C,Glyco_hydro_95_cat	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C287:EHM034692|EHA02331_bin.15_gene_259_8	C287			yes	pairwise		EHM034674|EHA02355_bin.24_gene_41_5 (3)	432		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_261_2	C287			yes	pairwise		STP248.12601_R.bin.118|k141_540405_52 (5)	267		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C287:EHM034692|EHA02331_bin.15_gene_261_3	C287			yes	pairwise		STP248.12601_R.bin.118|k141_540405_51 (5)	150		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
